113		20-24% children (ages 6-19) afflicted by Internet addiction require hospitalisation	Addiction	Children						
113		13.7% adolescent Internet users meet Internet addiction diagnostic criteria	Addiction	Adolescents						
113		86% Internet addiction cases have some other mental disorder present	Addiction							
113		Internet addiction seems similar across US and Asia	Addiction	Country differences						
113		Average high school students spend 23 hours per week gaming	Gamers	Students						
114		83% of Internet dependents have been online for less than 1 year	Addiction							
114	1998	Internet dependents spend an average of 38.5 hours per week using the Internet	Addiction	Web / Internet consumption						
114	1998	Internet dependents spend nearly 8x the number of hours using the Internet than nondependents	Addiction	Web / Internet consumption						
114	1998	Internet dependents predominantly use communication functions on the Internet	Addiction	Pathological Internet use	Messaging					
114	1998	Internet dependents enjoy those aspects of the Internet which allow them to meet, socialise and exchange ideas	Addiction	Pathological Internet use						
114	1998	Internet dependents report that excessive use of Internet results in personal, family and occupational problems	Addiction							
114	1998	Marriages and dating relationships were the most disrupted when Internet dependents formed new relationships with online friends	Addiction							
114		Internet dependents typically stay up past normal bedtime hours 	Addiction	Sleep disturbance						
114		54% Internet dependents have no desire to cut down the amount of time they spend online	Addiction							
114		23% Internet traffic in companies is work related	Workplace connectivity	Workplace Internet leisure browsing						
115		Increased levels of depression are related to Internet addiction	Addiction							
116	2000	5.9% college students have Internet addiction	Addiction	Students						
116		College Internet addicts spend about 17 hours per week on discussion boards	Addiction	Pathological Internet use	Students					
116		Self-reported communication pleasure experience is the most powerful predictor of Internet addiction	Addiction	Pathological Internet use						
116		Internet addiction is not related with loss of friends	Addiction							
117		Nearly 6% of online users suffer from Internet addiction	Addiction							
117		Internet addicts spend between 40-80 hours per week on the Internet	Addiction							
117		Internet addicts may have Internet sessions up to 20 hours	Addiction	Pathological Internet use						
117		53% Internet addicts report serious relationship problems	Addiction							
117		58% students suffer from poor study habits due to excessive Internet use	Pathological Internet use	Academic disturbance	Students					
117		43% of normally successful students fail school due to extensive patterns of late night logins	Pathological Internet use	Academic disturbance	Students					
117		37% employees admit to sufing constantly at work	Workplace connectivity							
117		73% active adult users have accessed the Web from work at least once	Workplace connectivity	Adults						
117		15% active adult users go exclusively online at work	Workplace connectivity	Adults						
118		Apathetic users seem unmotivated to learn from hypertext	Apathetic hypertext users	Non-linear thinking / branching literacy / lateral literacy / hypermedia literacy						
118		Knowledge seekers navigate information to enhance comprehension	Knowledge seekers							
118		Hypertext readers take more time to read text	Non-linear thinking / branching literacy / lateral literacy / hypermedia literacy	Knowledge seekers						
118		Hypertext readers have superior reading recall performance	Non-linear thinking / branching literacy / lateral literacy / hypermedia literacy	Knowledge seekers						
118		Navigation on hypertext allows learners to create a much more flexible representation of information	Non-linear thinking / branching literacy / lateral literacy / hypermedia literacy	Knowledge seekers						
119		Imagers find concrete and readily visualised information easier	Cognitive style / learning style							
119		Verbalisers find semantically complex information easier	Cognitive style / learning style							
119		Imagers strive to see their environment as a whole	Cognitive style / learning style							
119		Verbalisers have a tendency to explore situations in parts	Cognitive style / learning style							
119		Imagers explore a greater proportion of pages in the hypertext structure	Cognitive style / learning style							
119		Holists spend more time browsing high in the hypertext structure	Holists	Non-linear thinking / branching literacy / lateral literacy / hypermedia literacy						
119		Holists make greater use of navigational maps	Holists	Non-linear thinking / branching literacy / lateral literacy / hypermedia literacy						
119		Serialists make greater use of keyword indexes	Serialists							
120		Older adults find learning about computers more difficult than younger people	Attitude towards computer usage	Older people						
120	1998	No differences in attitude towards computers between younger and older people	Attitude towards computer usage	Older people						
120		Those with increased computer anxiety are more likely to have negative attitude towards computers	Computer anxiety	Attitude towards computer usage						
120		Computer anxiety increases with age	Computer anxiety	Older people						
120		Older people feels less comfortable and less competent in using a computer than their younger counterparts	Computer anxiety	Older people						
120		Older people prefer to take longer to ensure they do not make errors in completing any computer task	Computer anxiety	Older people						
121	2009	38% adults online send instant messages	Messaging	Adults						
121	2008	People high in neuroticism have greater instant messaging use	Messaging	Personality traits						
121	2009	35% adults online use social networks	Using social media	Adults						
121		People high in openess to experience are heavier users of social networks	Using social media	Personality traits						
121		Extraverts tend to engage more in social media use	Using social media	Personality traits						
121		93% teens are online	Web / Internet consumption	Teenagers						
122	2009	67% of generation X do online banking	Banking	Generation X / ages 33-72						
122	2009	Internet users ages 33-72 are significantly more likely than younger users to look online for religious information	Digital consumption	Older people						
122		74% Internet users age 64 and older send email	Emailing	Older people						
122		Email is the most popular online activity for older people	Emailing	Older people						
122	2009	Teen Internet users’ favorite online activity is game playing	Gaming	Teenagers						
122	2009	78% of 12-17 year-old Internet users play games online	Gaming	Teenagers						
122	2009	50% of generation Y play online games	Gaming	Digital natives / those born in and after 1980 / generation Y / millennials						
122	2009	Older internet users are significantly more likely than younger generations to look online for health information	Health	Older people						
122	2009	80% generation X Internet users buy products online	Online shopping	Generation X / ages 33-72						
122	2009	71% Internet users ages 18-32 buy products online	Online shopping							
122	2009	38% online teens buy products online	Online shopping	Teenagers						
122	2009	56% Internet users aged 64-72 buy products online	Online shopping	Older people						
122	2009	47% Internet users aged 73 or above buy products online	Online shopping	Older people						
122	2007	31% of generation X claim to download videos	Video and music downloading	Generation X / ages 33-72						
122		13% older people (aged 73 and above) download video	Video and music downloading	Older people						
122		13% older people (aged 64-72) download video	Video and music downloading	Older people						
123	2016	14% people have listened to an audio book in the last year	Book consumption							
123	2016	28% people read books in print and digital formats	Book consumption							
123	2016	6% people read digital books but not print books	Book consumption							
123	2016	7% college graduates are digital-only book readers 	Book consumption	Students						
123	2016	6% people 18-29 years old read books in digital format only	Book consumption							
123	2016	7% people 30-49 years old read books in digital format only	Book consumption							
123	2016	5% people 50 years and older read books in digital format only	Book consumption	Older people						
123	2016	17% college graduates read books in mobile phones	Book consumption							
124	2016	77% workers report using social media regardless of whether their employer has such a policy in place or not	Struggling with connectivity	Using social media						
124	2016	56% workers who use social media for work-related purposes agree that social media distracts from the work they need to do	Struggling with connectivity	Using social media						
124	2016	51% workers who use social media agree that social media use at work lets them see too much information about their coworkers	Struggling with connectivity	Using social media						
124	2016	19% workers say they ever use Facebook for work-related purposes	Workplace connectivity	Using social media						
124	2016	14% workers say they ever use LinkedIn for work-related purposes	Workplace connectivity	Using social media						
124	2016	14% workers say they ever use Twitter for work-related purposes	Workplace connectivity	Using social media						
124	2016	9% workers say they use social media provided by the employer	Workplace connectivity	Using social media						
124	2016	54% workers who use social media agree that social media breaks help them recharge at work	Workplace connectivity	Using social media						
125		Attention often becomes directed to larger items or more colorful elements	Scanning							
125		There's a disagreement wether leftward or rightward visual elements attract more attention	Scanning							
125		The order of a person’s writing system affects other aspects of their spatial cognition	Scanning							
103, 103	2004, 2006	77% people in the 18-24 years group go online <> 88% people in the 18-24 years group go online 	Web / Internet consumption							
121, 121	2005, 2009	8% adult Internet users have an online profile <> 35% adult Internet users have an online profile	Web / Internet consumption	Adults						
122, 122	2004, 2009	89% teens claim using email <> 73% teens claim using email	Emailing	Teenagers						
122, 122	2005, 2008	50% generation Y have booked travel online <> 65% generation Y have booked travel online 	Travel booking	Digital natives / those born in and after 1980 / generation Y / millennials						
122, 122	2005, 2009	26% of 70-75 year olds are online <> 45% of 70-75 year olds are online	Web / Internet consumption	Older people						
123, 123	2016, 2011	28% people have read an e-book in the last year <> 17% people have read an e-book in the last year	Book consumption							17%
123, 123	2016, 2011	11% people read books on computers <> 7% people read books on computers	Book consumption							
123, 123	2016, 2011	8% people read books on dedicated devices <> 7% people read books on dedicated devices	Book consumption							
14, 14	1995, 2000	8% adults use the Internet <> 65% adults use the Internet	Web / Internet consumption	Adults						
25, 27		76% digital natives have unlimited access to desktop computers <> 89.5% digital natives have unlimited access to desktop computers	Computer usage	Digital natives / those born in and after 1980 / generation Y / millennials						
25, 27		98% digital natives have unlimited access to mobile phones <> 96.4% digital natives have unlimited access to mobile phones	Mobile phone usage	Digital natives / those born in and after 1980 / generation Y / millennials						
4, 102	, 2009	300 is the median number of friends on social media <> 152 is the median number of friends on social media 	Connectedness / friendship links							
79, 79	1986, 2005	Females spend fewer hours per week using computers <> No sex differences in computer usage	Computer usage	Gender differences						
